File,Dot_Index,Centroid_X,Centroid_Y,BBox_W_px,BBox_H_px,BBox_Diam_px,BBox_Diam_mm,Body_Major_px,Body_Diam_mm,Area_px,Circularity_Raw,Circularity_Body,Grid_Row,Grid_Col,Offset_X_mm,Offset_Y_mm,Distance_Error_mm,Merged_Flag
capture_0037.pgm,87,1168,634,24,24,24,0.2347,24.0,0.2347,431,1.000,1.000,7,11,-0.3905,0.1208,0.4088,NO
capture_0037.pgm,88,956,637,22,23,23,0.2249,23.0,0.2249,382,1.000,1.000,7,9,-0.4628,0.1487,0.4861,NO
capture_0037.pgm,89,346,640,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,7,3,-0.4255,0.1739,0.4597,NO
capture_0037.pgm,90,648,674,24,23,24,0.2347,24.0,0.2347,404,1.000,1.000,7,6,-0.4738,0.0913,0.4825,NO
capture_0037.pgm,91,855,674,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,7,8,-0.4504,0.0926,0.4598,NO
capture_0037.pgm,92,1054,676,24,22,24,0.2347,24.0,0.2347,404,1.000,1.000,8,9,0.4950,-0.3207,0.5898,NO
capture_0037.pgm,93,1265,677,25,24,25,0.2445,25.0,0.2445,447,1.000,1.000,7,12,-0.4427,0.1247,0.4599,NO
capture_0037.pgm,94,36,679,24,23,24,0.2347,24.0,0.2347,411,1.000,1.000,7,0,-0.4560,0.1360,0.4759,NO
capture_0037.pgm,95,245,680,23,23,23,0.2249,23.0,0.2249,384,1.000,1.000,7,2,-0.4130,0.1472,0.4385,NO
capture_0037.pgm,96,441,681,23,23,23,0.2249,23.0,0.2249,383,1.000,1.000,7,4,-0.4972,0.1583,0.5218,NO
capture_0037.pgm,97,753,718,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,8,7,-0.4477,0.0887,0.4564,NO
capture_0037.pgm,98,545,719,24,23,24,0.2347,24.0,0.2347,404,1.000,1.000,8,5,-0.4809,0.0971,0.4906,NO
capture_0037.pgm,99,1161,721,23,22,23,0.2249,23.0,0.2249,382,1.000,1.000,8,11,-0.4596,0.1208,0.4752,NO
capture_0037.pgm,100,962,722,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,8,9,-0.4047,0.1292,0.4249,NO
capture_0037.pgm,101,141,729,24,24,24,0.2347,24.0,0.2347,438,1.000,1.000,8,1,-0.4299,0.1921,0.4709,NO
capture_0037.pgm,102,348,730,23,25,25,0.2445,25.0,0.2445,430,1.000,1.000,8,3,-0.4065,0.2033,0.4545,NO
capture_0037.pgm,103,853,759,23,24,24,0.2347,24.0,0.2347,414,1.000,1.000,8,8,-0.4705,0.0731,0.4762,NO
capture_0037.pgm,104,445,760,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,8,4,-0.4587,0.0801,0.4656,NO
capture_0037.pgm,105,35,761,24,24,24,0.2347,24.0,0.2347,416,1.000,1.000,8,0,-0.4664,0.0871,0.4745,NO
capture_0037.pgm,106,651,760,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,8,6,-0.4450,0.0815,0.4524,NO
capture_0037.pgm,107,1259,762,24,24,24,0.2347,24.0,0.2347,423,1.000,1.000,9,11,0.4983,-0.3291,0.5972,NO
capture_0037.pgm,108,1056,763,24,23,24,0.2347,24.0,0.2347,406,1.000,1.000,8,10,-0.4862,0.1136,0.4993,NO
capture_0037.pgm,109,241,766,24,23,24,0.2347,24.0,0.2347,399,1.000,1.000,8,2,-0.4527,0.1374,0.4731,NO
capture_0037.pgm,110,552,807,24,23,24,0.2347,24.0,0.2347,399,1.000,1.000,9,5,-0.4130,0.1069,0.4266,NO
capture_0037.pgm,111,139,811,23,22,23,0.2249,23.0,0.2249,375,1.000,1.000,9,1,-0.4501,0.1432,0.4723,NO
capture_0037.pgm,112,961,813,24,24,24,0.2347,24.0,0.2347,430,1.000,1.000,9,9,-0.4151,0.1683,0.4479,NO
capture_0037.pgm,113,764,816,23,24,24,0.2347,24.0,0.2347,407,1.000,1.000,9,7,-0.3407,0.1963,0.3932,NO
capture_0037.pgm,114,1169,816,22,24,24,0.2347,24.0,0.2347,397,1.000,1.000,9,11,-0.3819,0.1990,0.4307,NO
capture_0037.pgm,115,352,817,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,9,3,-0.3680,0.2033,0.4204,NO
capture_0037.pgm,116,1262,846,24,23,24,0.2347,24.0,0.2347,421,1.000,1.000,9,12,-0.4732,0.0758,0.4792,NO
capture_0037.pgm,117,649,848,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,9,6,-0.4652,0.0913,0.4741,NO
capture_0037.pgm,118,861,849,23,23,23,0.2249,23.0,0.2249,405,1.000,1.000,9,8,-0.3929,0.1024,0.4060,NO
capture_0037.pgm,119,456,850,23,24,24,0.2347,24.0,0.2347,414,1.000,1.000,9,4,-0.3517,0.1094,0.3683,NO
capture_0037.pgm,120,1063,851,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,9,10,-0.4184,0.1233,0.4362,NO
capture_0037.pgm,121,32,851,24,22,24,0.2347,24.0,0.2347,394,1.000,1.000,9,0,-0.4963,0.1165,0.5098,NO
capture_0037.pgm,122,242,852,24,24,24,0.2347,24.0,0.2347,428,1.000,1.000,9,2,-0.4436,0.1276,0.4615,NO
capture_0037.pgm,123,551,888,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,10,5,-0.4234,0.0482,0.4261,NO
capture_0037.pgm,124,955,888,24,22,24,0.2347,24.0,0.2347,390,1.000,1.000,10,9,-0.4744,0.0509,0.4771,NO
capture_0037.pgm,125,140,889,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,10,1,-0.4409,0.0552,0.4443,NO
capture_0037.pgm,126,752,889,23,22,23,0.2249,23.0,0.2249,368,1.000,1.000,10,7,-0.4587,0.0593,0.4625,NO
capture_0037.pgm,127,1165,893,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,10,11,-0.4216,0.1012,0.4336,NO
capture_0037.pgm,128,345,893,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,10,3,-0.4370,0.0957,0.4474,NO
capture_0037.pgm,129,857,933,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,10,8,-0.4326,0.0731,0.4387,NO
capture_0037.pgm,130,1063,934,23,24,24,0.2347,24.0,0.2347,414,1.000,1.000,10,10,-0.4189,0.0842,0.4273,NO
capture_0037.pgm,131,37,937,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,10,0,-0.4480,0.1067,0.4605,NO
capture_0037.pgm,132,446,936,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,10,4,-0.4501,0.0997,0.4610,NO
capture_0037.pgm,133,649,938,23,24,24,0.2347,24.0,0.2347,403,1.000,1.000,10,6,-0.4658,0.1206,0.4811,NO
capture_0037.pgm,134,244,940,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,10,2,-0.4246,0.1374,0.4463,NO
capture_0037.pgm,135,129,972,24,23,24,0.2347,24.0,0.2347,407,1.000,1.000,11,0,0.4512,-0.4019,0.6042,NO
capture_0037.pgm,136,1153,976,24,23,24,0.2347,24.0,0.2347,398,1.000,1.000,11,10,0.4607,-0.3559,0.5821,NO
capture_0037.pgm,137,743,976,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,11,6,0.4530,-0.3586,0.5777,NO
capture_0037.pgm,138,949,978,23,24,24,0.2347,24.0,0.2347,404,1.000,1.000,11,8,0.4666,-0.3377,0.5760,NO
capture_0037.pgm,139,542,981,25,25,25,0.2445,25.0,0.2445,443,1.000,1.000,11,4,0.4882,-0.3111,0.5789,NO
capture_0037.pgm,140,338,984,23,23,23,0.2249,23.0,0.2249,405,1.000,1.000,11,2,0.4942,-0.2831,0.5695,NO
capture_0037.pgm,SUMMARY,,,,,,,,,,,,,,,,,
capture_0037.pgm,Count,140,,,,,,,,,,,,,,,
capture_0037.pgm,Missed,14,,,,,,,,,,,,,,,
capture_0037.pgm,Mean,,,,,,,,0.2289,,,,,,,,
capture_0037.pgm,Median,,,,,,,,0.2249,,,,,,,,
capture_0037.pgm,StdDev,,,,,,,,0.0106,,,,,,,,
capture_0037.pgm,Min,,,,,,,,0.2054,,,,,,,,
capture_0037.pgm,Max,,,,,,,,0.2738,,,,,,,,
capture_0038.pgm,1,951,37,22,26,26,0.2543,26.0,0.2543,431,1.000,1.000,0,8,0.4926,-0.1812,0.5249,NO
capture_0038.pgm,2,548,37,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,0,5,-0.4469,0.2340,0.5044,NO
capture_0038.pgm,3,1158,37,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,0,11,-0.4842,0.2381,0.5396,NO
capture_0038.pgm,4,138,40,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,0,1,-0.4546,0.2606,0.5240,NO
capture_0038.pgm,5,748,39,23,22,23,0.2249,23.0,0.2249,375,1.000,1.000,0,7,-0.4919,0.2549,0.5541,NO
capture_0038.pgm,6,344,49,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,0,3,-0.4410,0.3500,0.5630,NO
capture_0038.pgm,7,37,81,24,26,26,0.2543,26.0,0.2543,453,1.000,1.000,0,0,-0.4421,0.2436,0.5048,NO
capture_0038.pgm,8,1057,79,24,22,24,0.2347,24.0,0.2347,394,1.000,1.000,0,10,-0.4718,0.2309,0.5253,NO
capture_0038.pgm,9,855,80,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,0,8,-0.4463,0.2393,0.5064,NO
capture_0038.pgm,10,647,82,25,23,25,0.2445,25.0,0.2445,427,1.000,1.000,0,6,-0.4795,0.2575,0.5443,NO
capture_0038.pgm,11,238,82,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,0,2,-0.4774,0.2548,0.5411,NO
capture_0038.pgm,12,1263,84,24,23,24,0.2347,24.0,0.2347,404,1.000,1.000,0,12,-0.4581,0.2812,0.5376,NO
capture_0038.pgm,13,448,84,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,0,4,-0.4247,0.2757,0.5063,NO
capture_0038.pgm,14,956,124,22,23,23,0.2249,23.0,0.2249,372,1.000,1.000,1,9,-0.4593,0.2367,0.5168,NO
capture_0038.pgm,15,548,125,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,1,5,-0.4475,0.2438,0.5096,NO
capture_0038.pgm,16,750,126,23,24,24,0.2347,24.0,0.2347,399,1.000,1.000,1,7,-0.4730,0.2549,0.5373,NO
capture_0038.pgm,17,1161,125,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,1,11,-0.4555,0.2479,0.5186,NO
capture_0038.pgm,18,135,126,24,22,24,0.2347,24.0,0.2347,387,1.000,1.000,1,1,-0.4845,0.2508,0.5456,NO
capture_0038.pgm,19,343,127,23,22,23,0.2249,23.0,0.2249,382,1.000,1.000,1,3,-0.4513,0.2620,0.5218,NO
capture_0038.pgm,20,35,170,24,23,24,0.2347,24.0,0.2347,421,1.000,1.000,1,0,-0.4623,0.2632,0.5319,NO
capture_0038.pgm,21,853,169,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,1,8,-0.4664,0.2589,0.5335,NO
capture_0038.pgm,22,1062,171,21,23,23,0.2249,23.0,0.2249,359,1.000,1.000,1,10,-0.4235,0.2798,0.5076,NO
capture_0038.pgm,23,648,172,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,1,6,-0.4703,0.2868,0.5509,NO
capture_0038.pgm,24,446,173,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,1,4,-0.4448,0.2953,0.5339,NO
capture_0038.pgm,25,1263,173,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,1,12,-0.4587,0.3008,0.5485,NO
capture_0038.pgm,26,239,175,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,1,2,-0.4682,0.3134,0.5634,NO
capture_0038.pgm,27,953,208,24,23,24,0.2347,24.0,0.2347,392,1.000,1.000,2,9,-0.4893,0.2074,0.5314,NO
capture_0038.pgm,28,546,215,23,24,24,0.2347,24.0,0.2347,403,1.000,1.000,2,5,-0.4676,0.2731,0.5415,NO
capture_0038.pgm,29,1160,214,24,22,24,0.2347,24.0,0.2347,397,1.000,1.000,2,11,-0.4658,0.2675,0.5372,NO
capture_0038.pgm,30,751,216,25,22,25,0.2445,25.0,0.2445,409,1.000,1.000,2,7,-0.4638,0.2843,0.5440,NO
capture_0038.pgm,31,342,219,24,24,24,0.2347,24.0,0.2347,422,1.000,1.000,2,3,-0.4617,0.3109,0.5566,NO
capture_0038.pgm,32,139,221,24,23,24,0.2347,24.0,0.2347,414,1.000,1.000,2,1,-0.4460,0.3290,0.5542,NO
capture_0038.pgm,33,1060,253,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,2,10,-0.4436,0.2309,0.5001,NO
capture_0038.pgm,34,1262,254,24,23,24,0.2347,24.0,0.2347,407,1.000,1.000,2,12,-0.4691,0.2421,0.5279,NO
capture_0038.pgm,35,649,255,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,2,6,-0.4611,0.2477,0.5234,NO
capture_0038.pgm,36,854,255,23,22,23,0.2249,23.0,0.2249,375,1.000,1.000,2,8,-0.4572,0.2491,0.5207,NO
capture_0038.pgm,37,450,258,23,25,25,0.2445,25.0,0.2445,422,1.000,1.000,2,4,-0.4063,0.2757,0.4910,NO
capture_0038.pgm,38,41,260,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,2,0,-0.4042,0.2925,0.4989,NO
capture_0038.pgm,39,242,263,24,24,24,0.2347,24.0,0.2347,425,1.000,1.000,2,2,-0.4395,0.3232,0.5455,NO
capture_0038.pgm,40,1163,299,23,24,24,0.2347,24.0,0.2347,399,1.000,1.000,3,11,-0.4371,0.2479,0.5025,NO
capture_0038.pgm,41,343,300,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,3,3,-0.4525,0.2522,0.5180,NO
capture_0038.pgm,42,748,299,23,22,23,0.2249,23.0,0.2249,365,1.000,1.000,3,7,-0.4937,0.2452,0.5512,NO
capture_0038.pgm,43,139,302,23,25,25,0.2445,25.0,0.2445,421,1.000,1.000,3,1,-0.4466,0.2704,0.5220,NO
capture_0038.pgm,44,550,301,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,3,5,-0.4291,0.2633,0.5035,NO
capture_0038.pgm,45,957,302,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,3,9,-0.4507,0.2759,0.5284,NO
capture_0038.pgm,46,1264,342,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,3,12,-0.4501,0.2519,0.5158,NO
capture_0038.pgm,47,646,343,22,21,22,0.2152,22.0,0.2152,338,1.000,1.000,3,6,-0.4910,0.2575,0.5544,NO
capture_0038.pgm,48,35,345,24,23,24,0.2347,24.0,0.2347,404,1.000,1.000,3,0,-0.4635,0.2729,0.5379,NO
capture_0038.pgm,49,443,346,22,21,22,0.2152,22.0,0.2152,338,1.000,1.000,3,4,-0.4753,0.2855,0.5545,NO
capture_0038.pgm,50,853,346,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,3,8,-0.4676,0.2882,0.5493,NO
capture_0038.pgm,51,1061,346,23,22,23,0.2249,23.0,0.2249,382,1.000,1.000,3,10,-0.4344,0.2896,0.5221,NO
capture_0038.pgm,52,240,347,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,3,2,-0.4596,0.2939,0.5455,NO
capture_0038.pgm,53,747,386,22,21,22,0.2152,22.0,0.2152,338,1.000,1.000,4,6,0.4962,-0.1728,0.5254,NO
capture_0038.pgm,54,138,387,25,22,25,0.2445,25.0,0.2445,412,1.000,1.000,4,1,-0.4569,0.2508,0.5212,NO
capture_0038.pgm,55,342,388,22,22,22,0.2152,22.0,0.2152,346,1.000,1.000,4,3,-0.4629,0.2620,0.5319,NO
capture_0038.pgm,56,956,389,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,4,9,-0.4611,0.2759,0.5373,NO
capture_0038.pgm,57,549,394,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,4,5,-0.4395,0.3220,0.5448,NO
capture_0038.pgm,58,1163,395,24,24,24,0.2347,24.0,0.2347,423,1.000,1.000,4,11,-0.4377,0.3359,0.5517,NO
capture_0038.pgm,59,648,428,25,23,25,0.2445,25.0,0.2445,426,1.000,1.000,4,6,-0.4720,0.2379,0.5286,NO
capture_0038.pgm,60,1261,428,22,21,22,0.2152,22.0,0.2152,338,1.000,1.000,4,12,-0.4800,0.2421,0.5376,NO
capture_0038.pgm,61,239,429,23,21,23,0.2249,23.0,0.2249,359,1.000,1.000,4,2,-0.4700,0.2450,0.5300,NO
capture_0038.pgm,62,446,432,23,24,24,0.2347,24.0,0.2347,414,1.000,1.000,4,4,-0.4466,0.2757,0.5248,NO
capture_0038.pgm,63,854,431,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,4,8,-0.4584,0.2687,0.5313,NO
capture_0038.pgm,64,36,435,25,22,25,0.2445,25.0,0.2445,419,1.000,1.000,4,0,-0.4543,0.3023,0.5456,NO
capture_0038.pgm,65,1056,435,23,23,23,0.2249,23.0,0.2249,383,1.000,1.000,4,10,-0.4839,0.3092,0.5742,NO
capture_0038.pgm,66,138,473,25,24,25,0.2445,25.0,0.2445,445,1.000,1.000,5,1,-0.4575,0.2410,0.5171,NO
capture_0038.pgm,67,342,474,23,22,23,0.2249,23.0,0.2249,382,1.000,1.000,5,3,-0.4635,0.2522,0.5276,NO
capture_0038.pgm,68,749,475,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,5,7,-0.4851,0.2647,0.5526,NO
capture_0038.pgm,69,550,476,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,5,5,-0.4303,0.2731,0.5096,NO
capture_0038.pgm,70,958,478,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,5,9,-0.4421,0.2954,0.5317,NO
capture_0038.pgm,71,1159,478,23,21,23,0.2249,23.0,0.2249,359,1.000,1.000,5,11,-0.4774,0.2968,0.5621,NO
capture_0038.pgm,72,856,514,24,22,24,0.2347,24.0,0.2347,390,1.000,1.000,5,8,-0.4394,0.2295,0.4958,NO
capture_0038.pgm,73,1060,514,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,5,10,-0.4454,0.2309,0.5017,NO
capture_0038.pgm,74,650,515,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,5,6,-0.4531,0.2380,0.5118,NO
capture_0038.pgm,75,1262,516,24,23,24,0.2347,24.0,0.2347,414,1.000,1.000,5,12,-0.4708,0.2519,0.5340,NO
capture_0038.pgm,76,241,517,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,5,2,-0.4510,0.2548,0.5180,NO
capture_0038.pgm,77,35,521,24,23,24,0.2347,24.0,0.2347,421,1.000,1.000,5,0,-0.4646,0.2925,0.5490,NO
capture_0038.pgm,78,447,520,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,5,4,-0.4374,0.2855,0.5223,NO
capture_0038.pgm,79,1160,558,22,25,25,0.2445,25.0,0.2445,419,1.000,1.000,6,11,-0.4682,0.2283,0.5209,NO
capture_0038.pgm,80,139,560,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,6,1,-0.4483,0.2410,0.5090,NO
capture_0038.pgm,81,748,559,25,23,25,0.2445,25.0,0.2445,420,1.000,1.000,6,7,-0.4954,0.2354,0.5485,NO
capture_0038.pgm,82,951,561,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,6,8,0.4891,-0.1617,0.5151,NO
capture_0038.pgm,83,343,561,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,6,3,-0.4543,0.2522,0.5196,NO
capture_0038.pgm,84,550,564,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,6,5,-0.4308,0.2829,0.5154,NO
capture_0038.pgm,85,241,603,23,22,23,0.2249,23.0,0.2249,375,1.000,1.000,6,2,-0.4516,0.2450,0.5138,NO
capture_0038.pgm,86,650,604,24,24,24,0.2347,24.0,0.2347,431,1.000,1.000,6,6,-0.4537,0.2575,0.5216,NO
capture_0038.pgm,87,1260,605,24,24,24,0.2347,24.0,0.2347,440,1.000,1.000,6,12,-0.4910,0.2714,0.5610,NO
capture_0038.pgm,88,860,606,23,23,23,0.2249,23.0,0.2249,405,1.000,1.000,6,8,-0.4009,0.2784,0.4881,NO
capture_0038.pgm,89,446,606,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,6,4,-0.4477,0.2757,0.5258,NO
capture_0038.pgm,90,1061,608,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,6,10,-0.4362,0.2994,0.5290,NO
capture_0038.pgm,91,38,612,24,24,24,0.2347,24.0,0.2347,435,1.000,1.000,6,0,-0.4359,0.3316,0.5477,NO
capture_0038.pgm,92,1164,643,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,7,11,-0.4296,0.2088,0.4777,NO
capture_0038.pgm,93,548,647,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,7,5,-0.4510,0.2438,0.5127,NO
capture_0038.pgm,94,343,648,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,7,3,-0.4548,0.2522,0.5201,NO
capture_0038.pgm,95,954,650,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,7,9,-0.4824,0.2759,0.5557,NO
capture_0038.pgm,96,142,650,22,21,22,0.2152,22.0,0.2152,338,1.000,1.000,7,1,-0.4196,0.2704,0.4991,NO
capture_0038.pgm,97,753,652,24,23,24,0.2347,24.0,0.2347,411,1.000,1.000,7,7,-0.4471,0.2941,0.5352,NO
capture_0038.pgm,98,443,690,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,7,4,-0.4777,0.2464,0.5374,NO
capture_0038.pgm,99,652,691,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,7,6,-0.4347,0.2575,0.5052,NO
capture_0038.pgm,100,857,690,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,7,8,-0.4308,0.2491,0.4977,NO
capture_0038.pgm,101,1263,690,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,7,12,-0.4622,0.2519,0.5264,NO
capture_0038.pgm,102,242,691,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,7,2,-0.4424,0.2548,0.5105,NO
capture_0038.pgm,103,34,694,26,23,26,0.2543,26.0,0.2543,444,1.000,1.000,7,0,-0.4756,0.2827,0.5533,NO
capture_0038.pgm,104,1064,695,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,7,10,-0.4074,0.2994,0.5056,NO
capture_0038.pgm,105,1163,731,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,8,11,-0.4400,0.2186,0.4913,NO
capture_0038.pgm,106,551,735,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,8,5,-0.4222,0.2536,0.4925,NO
capture_0038.pgm,107,754,738,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,8,7,-0.4379,0.2843,0.5221,NO
capture_0038.pgm,108,958,739,24,24,24,0.2347,24.0,0.2347,428,1.000,1.000,8,9,-0.4439,0.2954,0.5332,NO
capture_0038.pgm,109,141,739,23,22,23,0.2249,23.0,0.2249,382,1.000,1.000,8,1,-0.4299,0.2899,0.5186,NO
capture_0038.pgm,110,343,742,23,24,24,0.2347,24.0,0.2347,414,1.000,1.000,8,3,-0.4554,0.3206,0.5570,NO
capture_0038.pgm,111,1061,774,23,24,24,0.2347,24.0,0.2347,404,1.000,1.000,8,10,-0.4373,0.2211,0.4901,NO
capture_0038.pgm,112,1263,775,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,8,12,-0.4628,0.2323,0.5178,NO
capture_0038.pgm,113,646,777,26,23,26,0.2543,26.0,0.2543,447,1.000,1.000,8,6,-0.4939,0.2477,0.5526,NO
capture_0038.pgm,114,240,778,23,22,23,0.2249,23.0,0.2249,375,1.000,1.000,8,2,-0.4625,0.2548,0.5281,NO
capture_0038.pgm,115,443,778,23,22,23,0.2249,23.0,0.2249,375,1.000,1.000,8,4,-0.4782,0.2561,0.5425,NO
capture_0038.pgm,116,859,779,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,8,8,-0.4118,0.2687,0.4917,NO
capture_0038.pgm,117,36,782,24,23,24,0.2347,24.0,0.2347,407,1.000,1.000,8,0,-0.4566,0.2925,0.5423,NO
capture_0038.pgm,118,752,820,23,24,24,0.2347,24.0,0.2347,406,1.000,1.000,9,7,-0.4581,0.2354,0.5150,NO
capture_0038.pgm,119,1162,820,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,9,11,-0.4504,0.2381,0.5094,NO
capture_0038.pgm,120,548,821,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,9,5,-0.4522,0.2438,0.5137,NO
capture_0038.pgm,121,954,827,23,23,23,0.2249,23.0,0.2249,395,1.000,1.000,9,9,-0.4836,0.3052,0.5718,NO
capture_0038.pgm,122,142,829,24,24,24,0.2347,24.0,0.2347,419,1.000,1.000,9,1,-0.4207,0.3193,0.5282,NO
capture_0038.pgm,123,341,829,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,9,3,-0.4756,0.3206,0.5736,NO
capture_0038.pgm,124,1263,863,23,25,25,0.2445,25.0,0.2445,426,1.000,1.000,9,12,-0.4634,0.2421,0.5228,NO
capture_0038.pgm,125,443,863,23,22,23,0.2249,23.0,0.2249,375,1.000,1.000,9,4,-0.4788,0.2366,0.5341,NO
capture_0038.pgm,126,1063,863,24,23,24,0.2347,24.0,0.2347,421,1.000,1.000,9,10,-0.4184,0.2407,0.4827,NO
capture_0038.pgm,127,860,868,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,9,8,-0.4027,0.2882,0.4952,NO
capture_0038.pgm,128,36,870,24,25,25,0.2445,25.0,0.2445,429,1.000,1.000,9,0,-0.4572,0.3023,0.5481,NO
capture_0038.pgm,129,651,870,23,24,24,0.2347,24.0,0.2347,421,1.000,1.000,9,6,-0.4456,0.3064,0.5408,NO
capture_0038.pgm,130,245,871,23,23,23,0.2249,23.0,0.2249,405,1.000,1.000,9,2,-0.4142,0.3134,0.5194,NO
capture_0038.pgm,131,139,906,24,24,24,0.2347,24.0,0.2347,421,1.000,1.000,10,1,-0.4507,0.2215,0.5021,NO
capture_0038.pgm,132,957,905,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,10,9,-0.4548,0.2172,0.5040,NO
capture_0038.pgm,133,547,909,23,23,23,0.2249,23.0,0.2249,395,1.000,1.000,10,5,-0.4625,0.2536,0.5275,NO
capture_0038.pgm,134,339,910,25,22,25,0.2445,25.0,0.2445,411,1.000,1.000,10,3,-0.4957,0.2620,0.5607,NO
capture_0038.pgm,135,1161,911,24,24,24,0.2347,24.0,0.2347,428,1.000,1.000,10,11,-0.4607,0.2772,0.5377,NO
capture_0038.pgm,136,756,918,24,24,24,0.2347,24.0,0.2347,420,1.000,1.000,10,7,-0.4195,0.3430,0.5419,NO
capture_0038.pgm,137,1263,949,24,24,24,0.2347,24.0,0.2347,420,1.000,1.000,10,12,-0.4640,0.2323,0.5189,NO
capture_0038.pgm,138,37,951,24,22,24,0.2347,24.0,0.2347,390,1.000,1.000,10,0,-0.4480,0.2436,0.5099,NO
capture_0038.pgm,139,442,951,24,22,24,0.2347,24.0,0.2347,387,1.000,1.000,10,4,-0.4892,0.2464,0.5477,NO
capture_0038.pgm,140,1060,952,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,10,10,-0.4483,0.2603,0.5184,NO
capture_0038.pgm,141,860,954,22,25,25,0.2445,25.0,0.2445,419,1.000,1.000,10,8,-0.4032,0.2784,0.4900,NO
capture_0038.pgm,142,244,954,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,10,2,-0.4246,0.2743,0.5055,NO
